"session_id","user_id","event_name","event_date"
"50a827c2-462e-4669-8973-7cbb048308e6",1,trial_activated,2024-01-11
"19e0a832-859c-4221-87f7-09c4c3a949a8",3,trial_activated,2024-02-05
"7e22b595-4423-4754-bd9e-1f50bab27ad8",5,trial_activated,2024-01-06
fc813228-b807-4e0e-98f8-8364162921f7,17,trial_activated,2024-03-01
"30c40907-bfbd-434b-a914-4d40d3f53cbb",18,trial_activated,2024-02-01
d85d117e-2ad4-4dfd-aea2-0d1a88bfe99b,21,trial_activated,2024-01-26
"1c449a12-a927-4c70-94ff-42a8aa29d62e",22,trial_activated,2024-02-12
c0aef4e5-625b-4546-8b30-65482ded6bc4,24,trial_activated,2024-02-07
e4a3b907-9e39-452a-b8dc-c7d2e3f8b109,40,trial_activated,2024-02-07
b22ea6d4-e0de-489f-a8d3-70cd9b9c12b3,42,trial_activated,2024-01-27
cc70fa9b-07dd-43ed-8834-22ded916889f,52,trial_activated,2024-02-15
cd7b5176-d9cb-4dd6-ba9d-438690e085fe,59,trial_activated,2024-01-09
"5733348d-f603-48ca-8228-56a9eb671e48",66,trial_activated,2024-02-23
"9a0c5c3c-25bc-4c3c-be27-4b736dd3a76a",74,trial_activated,2024-02-24
f59e13ef-a9a5-4e68-bbe5-7d42719d1a09,76,trial_activated,2024-01-24
a2ba0653-28d5-40c9-92ef-4d77a410d92e,86,trial_activated,2024-01-15
a1689b3a-63a1-4716-9aae-74c5b40dd91a,89,trial_activated,2024-01-29
"1eb73f57-53ed-4916-acf2-92c0054c34b2",95,trial_activated,2024-01-25
"99571b39-9c4e-4301-b6a9-4e032c934093",98,trial_activated,2024-02-28
"1ae7282d-e9e6-47cb-8724-36cc26cd1b98",100,trial_activated,2024-01-17
"86bc8efd-a7aa-4139-af34-9c2dbbce3f4a",109,trial_activated,2024-01-01
"0808b64f-4778-4a0b-af17-65ab5ba9b9cd",116,trial_activated,2024-02-12
e22f2ef2-7de8-4e43-b78e-22de1451a5c3,121,trial_activated,2024-02-05
cc9eb8d0-07cf-4288-919e-9bd6c34304e0,127,trial_activated,2024-02-01
"813ab167-ece0-4c13-8a7d-72b75ccde68b",159,trial_activated,2024-01-16
"8b6e9cfe-3f57-41d4-b302-96afa0bad4a4",170,trial_activated,2024-01-14
"4adf92cb-3596-4a16-bffe-f8cc5c2480e1",171,trial_activated,2024-01-28
e57063b9-403e-43ae-b62a-5ebdde8c973d,173,trial_activated,2024-01-15
"8024195c-f3b4-41c8-a2ab-3219249ebfca",175,trial_activated,2024-01-08
"538457f4-0f01-452b-b483-1d3b048160de",177,trial_activated,2024-02-05
a16c068f-4141-412a-9d30-a61157201e57,189,trial_activated,2024-02-18
"54a963d1-7dea-4cec-96b9-ab979b58ef0f",203,trial_activated,2024-01-14
"5f29f689-b261-453b-b337-63dd0dbe072c",205,trial_activated,2024-03-02
"5844f970-560a-436f-9a71-a4e2292a1bc0",209,trial_activated,2024-01-17
c00df527-89ed-4254-937c-e325cd9922cc,218,trial_activated,2024-01-08
"73a84971-5cef-4229-beec-591eee620de9",223,trial_activated,2024-02-04
"5c542ee6-cee5-42a7-b134-f5a66ee4aa36",225,trial_activated,2024-02-14
e87fc060-4847-4f91-bdac-faad48a9ab04,232,trial_activated,2024-01-25
"2b765e40-4941-4074-9bd2-976a773c2ea3",249,trial_activated,2024-02-11
d104a57d-652f-4acb-ae14-239aa0e8e10a,252,trial_activated,2024-01-19
"0afd9a3f-2353-4328-9b01-862514288dad",257,trial_activated,2024-01-13
"38ebba2c-683a-4986-aec5-e0e27d08cd58",290,trial_activated,2024-02-20
"8a052b64-9953-40f8-8617-4e9a0a3917ce",297,trial_activated,2024-01-17
"06466ee1-7c18-4c27-a7d1-f6769abb6b68",305,trial_activated,2024-02-07
ec8e89ed-f309-46ef-903e-83d3c34c4120,309,trial_activated,2024-01-24
"80960aaf-3dd5-4284-b961-5184ec6b24e1",310,trial_activated,2024-02-17
"56bea11e-644b-42fe-8ceb-4f839f082400",311,trial_activated,2024-01-30
"0e5b0eea-c798-4c85-8e78-68dfb01b6163",332,trial_activated,2024-01-11
"4e874d97-d290-4a90-8f7f-b2a9e7eb9d1b",333,trial_activated,2024-01-09
"2d2e594c-6a21-45ca-8d5d-c3691dee2758",337,trial_activated,2024-01-16
"5d2bf326-83b8-416a-a17c-c577b72bf9db",339,trial_activated,2024-02-29
bbaf2020-c031-4f17-a103-a4d81b225845,346,trial_activated,2024-02-24
"886218a2-3731-4a01-8baf-e4b7feff9772",348,trial_activated,2024-02-04
"569af860-479c-4e95-8ddc-b75a6b24201b",355,trial_activated,2024-02-28
"252442cf-24d3-4e2d-a4a3-817dcbeab8c5",366,trial_activated,2024-03-01
f9d02e64-6d0f-4592-a834-e8df36582970,367,trial_activated,2024-01-06
e8c14e06-917c-472e-ba1d-35d77411f009,370,trial_activated,2024-01-02
"742c0199-5125-4158-b635-84a7db3f9042",378,trial_activated,2024-02-04
"56e9b6e8-ff6a-4c34-b3ce-7ffdaa541b39",383,trial_activated,2024-02-07
"6e5ebcbb-83ef-4aa2-bc9c-debbcb75e1e3",384,trial_activated,2024-01-11
ad842937-9794-45be-9431-1dc31b893a6c,385,trial_activated,2024-01-04
"56f0f59c-65db-498a-9eda-e3e4501b619c",395,trial_activated,2024-01-20
"8fbaef89-02e5-4240-affa-0f7200d7af7d",410,trial_activated,2024-02-14
"1c4069ca-f047-4605-b766-f2c52f7e3807",411,trial_activated,2024-01-20
f3be3f4d-c056-49a5-b8ed-db99738d6701,423,trial_activated,2024-01-18
"39bae502-f6ba-4a2f-b233-755db977bb34",433,trial_activated,2024-01-11
e8de7500-a5c0-48f6-9b60-243bdd672c6e,435,trial_activated,2024-01-29
e3bf1f80-2c80-41a4-a84d-4aa8970810c6,437,trial_activated,2024-01-31
"3bb3e996-67c8-4f4b-a244-7c745f89831f",438,trial_activated,2024-01-29
f5afe90a-077d-4c9a-bb53-39ed05ff17f0,445,trial_activated,2024-02-26
b5a859b1-56ce-4a52-a36b-ae7513e2e9f9,458,trial_activated,2024-01-10
"23751c2d-29ee-4adc-878a-14e4f4bd8f2e",467,trial_activated,2024-01-09
"7a83fdf5-0588-4ac4-b8b9-38dd2f1a5dfc",468,trial_activated,2024-01-26
"4fee9a48-3da2-49c5-ad8b-ed3045443561",511,trial_activated,2024-02-23
e56c044a-aa64-4411-89d4-ea3a74578c2c,523,trial_activated,2024-01-27
fa0538c7-cb74-47a1-a8f8-037b37bcacba,531,trial_activated,2024-01-31
"91cbdccd-5137-47e4-abe8-55a30c5d43c0",544,trial_activated,2024-02-15
ce948106-d5ea-40b5-9a18-26a9df0aaa07,551,trial_activated,2024-01-13
"2da97e7c-a1c1-411d-b9e5-03efab756583",552,trial_activated,2024-01-26
"9c597edb-334d-4cef-aa84-4fd6911b5b3c",554,trial_activated,2024-02-07
da6ce869-e451-431b-9f5b-a23973e78359,562,trial_activated,2024-01-30
f8971d1b-1873-4add-9e52-a61ac0c0abbc,563,trial_activated,2024-02-11
"04913234-e50f-401a-a46d-e037f1b8a184",564,trial_activated,2024-01-24
e084e924-6683-4bd9-9e29-6ab5d607ff48,599,trial_activated,2024-02-05
"42f603a6-bfb8-4230-a89b-d3e34c728c3d",614,trial_activated,2024-02-06
"0fa178b2-8745-426b-9368-ce9b08d3f5c4",630,trial_activated,2024-02-11
"5348ec49-670d-4d3e-9f56-3e0051a9f357",638,trial_activated,2024-01-13
"32dac0b4-daba-46bb-b355-1432ce9362af",642,trial_activated,2024-02-19
"9abe7edd-2d5b-43d0-b850-31bd34f6cd0d",646,trial_activated,2024-02-26
b21bd0bf-efe6-4f69-973a-cd29749c6e45,647,trial_activated,2024-01-28
"3dd46765-4e10-4985-9ecb-c6181634a223",650,trial_activated,2024-01-17
f340a3b2-686b-42aa-8363-ac0878045b2c,651,trial_activated,2024-02-05
"6f544610-f1e3-49aa-a57f-14c523c57198",685,trial_activated,2024-02-26
ab3b2a80-8444-498c-b9c9-d88348f72305,692,trial_activated,2024-01-27
"4441a40c-de02-4e5a-8ab3-804c67886a0a",725,trial_activated,2024-01-06
"859698ce-36c7-4e2a-bb84-a97d2e57e731",731,trial_activated,2024-01-27
"9d87fdb0-afab-420b-9248-3ee1af8a56ee",732,trial_activated,2024-02-05
"5aa6a0be-6532-4e03-a6e4-8722ca190ac9",733,trial_activated,2024-01-04
"6013a3f6-1f4e-4a8b-8dc6-746970c3bafb",751,trial_activated,2024-02-27
a4dbae02-92f7-46a5-b267-65621a6bce55,752,trial_activated,2024-02-23
b6355dee-0a22-468e-912a-c14bad1d7d85,762,trial_activated,2024-01-29
ba0c7680-1eee-4059-a6fa-cc1a1e6aa4fa,763,trial_activated,2024-01-07
"722413b7-956d-404c-94f0-2a98d2bca276",787,trial_activated,2024-02-17
"6b00410e-9211-4bf9-acbf-d7243d473d35",794,trial_activated,2024-02-07
cf8da4b2-2cca-4201-837b-4713a39bda7f,809,trial_activated,2024-02-27
"411cac3d-c08e-450a-ab13-f6f06841aa00",838,trial_activated,2024-02-21
"3363cd40-97d8-4b0a-90de-e2ff426d58ef",846,trial_activated,2024-01-05
"728fb1fa-0535-4fd1-8a12-edfb80a9c04d",848,trial_activated,2024-01-10
c77c8ab7-3527-4e32-ab45-52aaab3c8d5e,857,trial_activated,2024-01-30
"710f303d-ddf6-44c7-a5c3-68eb9758ba38",860,trial_activated,2024-01-17
a1a8f30b-43ae-4435-8c29-eb25865ba166,884,trial_activated,2024-01-08
a7c52f5d-fead-4ed4-bfb0-8b71a0bbcf09,888,trial_activated,2024-01-12
"46c8104a-67d2-4274-ac65-8c8de9e07836",894,trial_activated,2024-01-11
"34767c21-0945-4b19-a3f3-860d95d9cc1a",939,trial_activated,2024-02-28
"092f3447-c3ee-4452-af68-a1fc9d19f4d8",951,trial_activated,2024-02-15
"3ae75e53-5b96-4dbb-924c-55dccd9b7f1b",954,trial_activated,2024-01-03
"08d69b60-9d6f-431d-9387-01fc5e6a661d",965,trial_activated,2024-02-14
"535d4cce-d945-4039-9632-b41c952e67cb",987,trial_activated,2024-02-25
"0a62b589-14eb-4107-a15d-d443288ae95c",997,trial_activated,2024-01-15
fff40570-5d51-4042-83de-1ddb2f8135b3,1016,trial_activated,2024-01-03
"34950333-44da-41cd-a8b5-b44092456e54",1039,trial_activated,2024-02-11
"1295a1f0-bef8-4a0a-bc9d-0583e448cf19",1051,trial_activated,2024-02-25
"8097b3d0-19ef-4018-9a46-a769b0f39179",1053,trial_activated,2024-01-07
"77073077-b229-4834-8585-4b1568ec0a6b",1057,trial_activated,2024-02-09
"318092cc-d3e9-4231-96cc-3a5e018e5492",1062,trial_activated,2024-01-28
c38c2b5f-810f-4e1f-ae5b-1d4c002a35dd,1065,trial_activated,2024-01-23
"176c17bc-24dc-4bd5-9817-7237c0e4eb2f",1070,trial_activated,2024-02-15
"44abc46a-3038-44d4-8f39-d0c823f8a82e",1076,trial_activated,2024-01-31
c7709f4c-a77c-4b18-8457-0e225df1ad22,1105,trial_activated,2024-01-11
ecf9371f-671f-4ba8-a4e8-f19f5204f5ec,1114,trial_activated,2024-02-26
d34e78db-c039-491e-8912-3d63210c7d1a,1125,trial_activated,2024-01-16
"4ffa90a4-f326-46d9-93d1-49d771fd1fe8",1132,trial_activated,2024-01-18
"7dee6084-644c-423c-b601-bfbf4c0502a2",1134,trial_activated,2024-02-12
eb541deb-62b6-45ce-8b94-25fe0c03d214,1137,trial_activated,2024-01-28
c7d7111d-5770-4c51-a1a3-65880563e720,1150,trial_activated,2024-02-18
f1795a6c-0d62-48db-baac-9af5a95d2247,1162,trial_activated,2024-01-04
"4df7463b-9b8c-4383-a9fd-a29a4386c8b4",1195,trial_activated,2024-02-06
daa10099-9891-4395-8549-eb87e1fbf9bf,1198,trial_activated,2024-01-10
